"AWL_ID","EVENT_ID","RACE_CODE","SCALLOP_NUMBER","SCAL_SIZE_CLASS","CLAPPER","AGE_STRUCTURE_COLLECTED","WHOLE_WT_GRAMS","SHELL_WORM_SW","SHELL_HEIGHT_MM","SEX_SW","SCAL_GONAD_COND","MUD_BLISTER_SW","MEAT_CONDITION_SW","MEAT_WEIGHT_GRAMS","D1_SW","D2_SW","D3_SW","CRAB_NUM","BIOLOGICAL_WIDTH_MM","SHELL_CONDITION_SW","CONDITION_SW","SAMPLE_TYPE","SAMPLER","BASKET_ID"
129898,"2016D02003","74120","10","1","","1",165.000000,"0",127.000000,"2","3","0","0",16.000000,"0",,,,,,,"1","MDS",
129899,"2016D02004","74120","1","1","","1",131.000000,"0",110.000000,"1","3","0","0",9.000000,"0",,,,,,,"1","MDS",
129900,"2016D02004","74120","2","1","","1",158.000000,"0",119.000000,"2","3","0","0",9.000000,"0",,,,,,,"1","MDS",
129901,"2016D02004","74120","3","1","","1",128.000000,"0",110.000000,"2","3","0","0",14.000000,"0",,,,,,,"1","MDS",
129902,"2016D02004","74120","4","1","","1",138.000000,"0",109.000000,"1","3","0","0",10.000000,"0",,,,,,,"1","MDS",
129903,"2016D02004","74120","5","1","","1",85.000000,"0",98.000000,"2","3","0","0",12.000000,"0",,,,,,,"1","MDS",
129904,"2016D02004","74120","6","1","","1",157.000000,"0",122.000000,"2","3","0","0",13.000000,"0",,,,,,,"1","MDS",
129905,"2016D02004","74120","7","1","","1",128.000000,"0",112.000000,"1","3","0","0",12.000000,"0",,,,,,,"1","MDS",
129906,"2016D02004","74120","8","1","","1",111.000000,"0",111.000000,"1","3","0","0",11.000000,"0",,,,,,,"1","MDS",
129907,"2016D02004","74120","9","1","","1",132.000000,"1",111.000000,"1","3","0","0",12.000000,"0",,,,,,,"1","MDS",
129908,"2016D02004","74120","10","1","","1",94.000000,"0",101.000000,"1","3","0","0",8.000000,"0",,,,,,,"1","MDS",
129909,"2016D02004","74120","11","2","","1",,"0",46.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129910,"2016D02004","74120","12","2","","1",,"0",53.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129911,"2016D02004","74120","13","2","","1",,"0",58.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129912,"2016D02004","74120","14","2","","1",,"0",57.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129913,"2016D02004","74120","15","2","","1",,"0",53.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129914,"2016D02004","74120","16","2","","1",,"0",64.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129915,"2016D02004","74120","17","2","","1",,"0",98.000000,"1","3","0","0",,"0",,,,,,,"1","MDS",
129916,"2016D02004","74120","18","2","","1",,"0",92.000000,"2","3","0","0",,"0",,,,,,,"1","MDS",
129917,"2016D02004","74120","19","2","","1",,"0",86.000000,"1","3","0","0",,"0",,,,,,,"1","MDS",
129918,"2016D02004","74120","20","2","","1",,"0",76.000000,"2","3","0","0",,"0",,,,,,,"1","MDS",
129919,"2016D02005","74120","1","1","","1",231.000000,"1",137.000000,"1","3","0","0",19.000000,"0",,,,,,,"1","MDS",
129920,"2016D02005","74120","2","1","","1",152.000000,"0",118.000000,"1","3","0","0",13.000000,"0",,,,,,,"1","MDS",
129921,"2016D02005","74120","3","1","","1",174.000000,"0",126.000000,"1","3","0","0",16.000000,"0",,,,,,,"1","MDS",
129922,"2016D02005","74120","4","1","","1",139.000000,"0",115.000000,"1","3","0","0",10.000000,"0",,,,,,,"1","MDS",
129923,"2016D02005","74120","5","1","","1",115.000000,"0",113.000000,"1","3","0","0",9.000000,"0",,,,,,,"1","MDS",
129924,"2016D02005","74120","6","1","","1",166.000000,"0",124.000000,"2","3","0","0",14.000000,"0",,,,,,,"1","MDS",
129925,"2016D02005","74120","7","1","","1",149.000000,"0",116.000000,"1","3","0","0",14.000000,"3",,,,,,,"1","MDS",
129926,"2016D02005","74120","8","1","","1",160.000000,"0",118.000000,"2","3","0","0",12.000000,"0",,,,,,,"1","MDS",
129927,"2016D02005","74120","9","1","","1",150.000000,"0",115.000000,"2","3","0","0",11.000000,"0",,,,,,,"1","MDS",
129928,"2016D02005","74120","10","1","","1",129.000000,"1",114.000000,"2","3","0","0",11.000000,"0",,,,,,,"1","MDS",
129929,"2016D02005","74120","11","2","","1",,"0",61.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129930,"2016D02005","74120","12","2","","1",,"0",63.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129931,"2016D02005","74120","13","2","","1",,"0",43.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129932,"2016D02005","74120","14","2","","1",,"0",,"0","0","0","0",,"3",,,,,,,"1","MDS",
129933,"2016D02005","74120","15","2","","1",,"0",39.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129934,"2016D02005","74120","16","2","","1",,"0",43.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129935,"2016D02005","74120","17","2","","1",,"0",38.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129936,"2016D02005","74120","18","2","","1",,"0",37.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129937,"2016D02005","74120","19","2","","1",,"0",32.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129938,"2016D02005","74120","20","2","","1",,"0",35.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129939,"2016D02006","74120","1","1","","1",210.000000,"0",135.000000,"1","3","0","0",16.000000,"3",,,,,,,"1","MDS",
129940,"2016D02006","74120","2","1","","1",190.000000,"1",134.000000,"1","3","0","0",14.000000,"0",,,,,,,"1","MDS",
129941,"2016D02006","74120","3","1","","1",150.000000,"0",117.000000,"1","3","0","0",9.000000,"0",,,,,,,"1","MDS",
129942,"2016D02006","74120","4","1","","1",162.000000,"1",119.000000,"2","3","0","0",14.000000,"0",,,,,,,"1","MDS",
129943,"2016D02006","74120","5","1","","1",253.000000,"0",144.000000,"2","3","0","0",20.000000,"0",,,,,,,"1","MDS",
129944,"2016D02006","74120","6","1","","1",174.000000,"0",128.000000,"2","3","0","0",15.000000,"0",,,,,,,"1","MDS",
129945,"2016D02006","74120","7","1","","1",266.000000,"1",141.000000,"2","3","0","0",18.000000,"0",,,,,,,"1","MDS",
129946,"2016D02006","74120","8","1","","1",203.000000,"0",133.000000,"2","3","0","0",18.000000,"0",,,,,,,"1","MDS",
129947,"2016D02006","74120","9","1","","1",145.000000,"1",,"2","3","0","0",15.000000,"3",,,,,,,"1","MDS",
129948,"2016D02006","74120","10","1","","1",221.000000,"1",127.000000,"1","3","0","0",21.000000,"0",,,,,,,"1","MDS",
129949,"2016D02006","74120","11","2","","1",,"0",34.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129950,"2016D02006","74120","12","2","","1",,"0",38.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129951,"2016D02007","74120","1","1","","1",210.000000,"0",136.000000,"2","3","0","0",19.000000,"0",,,,,,,"1","MDS",
129952,"2016D02007","74120","2","1","","1",252.000000,"1",136.000000,"2","3","0","0",20.000000,"0",,,,,,,"1","MDS",
129953,"2016D02007","74120","3","1","","1",139.000000,"0",121.000000,"1","3","0","0",15.000000,"0",,,,,,,"1","MDS",
129954,"2016D02007","74120","4","1","","1",216.000000,"1",135.000000,"1","3","0","0",18.000000,"0",,,,,,,"1","MDS",
129955,"2016D02007","74120","5","1","","1",226.000000,"1",139.000000,"2","3","0","0",21.000000,"0",,,,,,,"1","MDS",
129956,"2016D02007","74120","6","1","","1",255.000000,"0",139.000000,"1","3","0","0",17.000000,"0",,,,,,,"1","MDS",
129957,"2016D02007","74120","7","1","","1",175.000000,"0",,"2","4","0","0",16.000000,"3",,,,,,,"1","MDS",
129958,"2016D02007","74120","8","1","","1",275.000000,"1",137.000000,"1","3","0","0",20.000000,"0",,,,,,,"1","MDS",
129959,"2016D02007","74120","9","1","","1",222.000000,"1",143.000000,"2","3","0","0",20.000000,"0",,,,,,,"1","MDS",
129960,"2016D02007","74120","10","1","","1",121.000000,"0",113.000000,"2","3","0","0",11.000000,"0",,,,,,,"1","MDS",
129961,"2016D02007","74120","11","2","","1",,"0",42.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129962,"2016D02007","74120","12","2","","1",,"0",38.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129963,"2016D02007","74120","13","2","","1",,"0",41.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129964,"2016D02008","74120","1","1","","1",180.000000,"0",120.000000,"2","3","0","0",15.000000,"0",,,,,,,"1","MDS",
129965,"2016D02008","74120","2","1","","1",192.000000,"0",122.000000,"1","3","0","0",30.000000,"0",,,,,,,"1","MDS",
129966,"2016D02008","74120","3","1","","1",153.000000,"0",128.000000,"1","3","0","0",13.000000,"0",,,,,,,"1","MDS",
129967,"2016D02008","74120","4","1","","1",180.000000,"0",122.000000,"2","3","0","0",13.000000,"0",,,,,,,"1","MDS",
129968,"2016D02008","74120","5","1","","1",115.000000,"0",113.000000,"2","3","0","0",11.000000,"0",,,,,,,"1","MDS",
129969,"2016D02008","74120","6","1","","1",173.000000,"0",127.000000,"1","3","0","0",13.000000,"0",,,,,,,"1","MDS",
129970,"2016D02008","74120","7","1","","1",226.000000,"0",135.000000,"2","3","0","0",20.000000,"0",,,,,,,"1","MDS",
129971,"2016D02008","74120","8","1","","1",243.000000,"0",130.000000,"2","3","0","0",20.000000,"0",,,,,,,"1","MDS",
129972,"2016D02008","74120","9","1","","1",179.000000,"0",127.000000,"2","3","0","0",16.000000,"0",,,,,,,"1","MDS",
129973,"2016D02008","74120","10","1","","1",136.000000,"0",117.000000,"2","3","0","0",11.000000,"0",,,,,,,"1","MDS",
129974,"2016D02008","74120","11","2","","1",,"0",68.000000,"1","3","0","0",,"0",,,,,,,"1","MDS",
129975,"2016D02008","74120","12","2","","1",,"0",61.000000,"1","2","0","0",,"0",,,,,,,"1","MDS",
129976,"2016D02008","74120","13","2","","1",,"0",59.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129977,"2016D02008","74120","14","2","","1",,"0",57.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129978,"2016D02008","74120","15","2","","1",,"0",37.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129979,"2016D02008","74120","16","2","","1",,"0",35.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129980,"2016D02008","74120","17","2","","1",,"0",43.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129981,"2016D02008","74120","18","2","","1",,"0",35.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129982,"2016D02008","74120","19","2","","1",,"0",32.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129983,"2016D02008","74120","20","2","","1",,"0",35.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
129984,"2016D02009","74120","1","1","","1",185.000000,"0",123.000000,"2","3","0","0",17.000000,"0",,,,,,,"1","MDS",
129985,"2016D02009","74120","2","1","","1",169.000000,"0",129.000000,"1","3","0","0",11.000000,"0",,,,,,,"1","MDS",
129986,"2016D02009","74120","3","1","","1",182.000000,"0",119.000000,"1","3","0","0",14.000000,"0",,,,,,,"1","MDS",
129987,"2016D02009","74120","4","1","","1",90.000000,"0",101.000000,"1","3","0","0",6.000000,"0",,,,,,,"1","MDS",
129988,"2016D02009","74120","5","1","","1",47.000000,"0",123.000000,"2","3","0","0",10.000000,"0",,,,,,,"1","MDS",
129989,"2016D02009","74120","6","1","","1",128.000000,"0",116.000000,"2","3","0","0",9.000000,"0",,,,,,,"1","MDS",
129990,"2016D02009","74120","7","1","","1",160.000000,"0",122.000000,"1","3","0","0",12.000000,"0",,,,,,,"1","MDS",
129991,"2016D02009","74120","8","1","","1",127.000000,"0",118.000000,"1","3","0","0",9.000000,"0",,,,,,,"1","MDS",
129992,"2016D02009","74120","9","1","","1",138.000000,"0",117.000000,"1","3","0","0",8.000000,"0",,,,,,,"1","MDS",
129993,"2016D02009","74120","10","1","","1",129.000000,"0",118.000000,"1","3","0","0",10.000000,"0",,,,,,,"1","MDS",
129994,"2016D02009","74120","11","2","","1",,"0",99.000000,"1","3","0","0",,"0",,,,,,,"1","MDS",
129995,"2016D02009","74120","12","2","","1",,"0",100.000000,"2","3","0","0",,"0",,,,,,,"1","MDS",
129996,"2016D02009","74120","13","2","","1",,"0",92.000000,"2","3","0","0",,"0",,,,,,,"1","MDS",
129997,"2016D02009","74120","14","2","","1",,"0",92.000000,"1","3","0","0",,"0",,,,,,,"1","MDS",
129998,"2016D02009","74120","15","2","","1",,"0",76.000000,"2","3","0","0",,"0",,,,,,,"1","MDS",
129999,"2016D02009","74120","16","2","","1",,"0",52.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
130000,"2016D02009","74120","17","2","","1",,"0",55.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
130001,"2016D02009","74120","18","2","","1",,"0",58.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
130002,"2016D02009","74120","19","2","","1",,"0",33.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
130003,"2016D02010","74120","1","1","","1",222.000000,"0",129.000000,"2","3","0","0",14.000000,"0",,,,,,,"1","MDS",
130004,"2016D02010","74120","2","1","","1",112.000000,"0",110.000000,"2","1","1","0",9.000000,"0",,,,,,,"1","MDS",
130005,"2016D02010","74120","3","1","","1",143.000000,"1",115.000000,"1","3","0","0",13.000000,"0",,,,,,,"1","MDS",
130006,"2016D02010","74120","4","1","","1",155.000000,"0",119.000000,"1","3","0","0",15.000000,"0",,,,,,,"1","MDS",
130007,"2016D02010","74120","5","1","","1",188.000000,"0",130.000000,"2","3","0","0",16.000000,"0",,,,,,,"1","MDS",
130008,"2016D02010","74120","6","1","","1",131.000000,"0",123.000000,"1","3","0","0",16.000000,"0",,,,,,,"1","MDS",
130009,"2016D02010","74120","7","1","","1",133.000000,"0",120.000000,"2","3","0","0",14.000000,"0",,,,,,,"1","MDS",
130010,"2016D02010","74120","8","1","","1",143.000000,"0",117.000000,"1","3","0","0",13.000000,"0",,,,,,,"1","MDS",
130011,"2016D02010","74120","9","1","","1",142.000000,"0",116.000000,"2","3","0","0",15.000000,"0",,,,,,,"1","MDS",
130012,"2016D02010","74120","10","1","","1",155.000000,"0",120.000000,"2","3","0","0",10.000000,"0",,,,,,,"1","MDS",
130013,"2016D02010","74120","11","2","","1",,"0",97.000000,"2","3","0","0",,"0",,,,,,,"1","MDS",
130014,"2016D02010","74120","12","2","","1",,"0",88.000000,"1","3","0","0",,"0",,,,,,,"1","MDS",
130015,"2016D02010","74120","13","2","","1",,"0",52.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
130016,"2016D02010","74120","14","2","","1",,"0",28.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
130017,"2016D02010","74120","15","2","","1",,"0",40.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
130018,"2016D02010","74120","16","2","","1",,"0",57.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
130019,"2016D02010","74120","17","2","","1",,"0",27.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
130020,"2016D02010","74120","18","2","","1",,"0",31.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
130021,"2016D02010","74120","19","2","","1",,"0",31.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
130022,"2016D02010","74120","20","2","","1",,"0",33.000000,"0","0","0","0",,"0",,,,,,,"1","MDS",
130023,"2016D02011","74120","1","1","","1",246.000000,"1",139.000000,"1","3","0","0",16.000000,"0",,,,,,,"1","MDS",
130024,"2016D02011","74120","2","1","","1",228.000000,"1",144.000000,"1","1","0","0",13.000000,"0",,,,,,,"1","MDS",
130025,"2016D02011","74120","3","1","","1",150.000000,"0",132.000000,"1","3","0","0",14.000000,"0",,,,,,,"1","MDS",
130026,"2016D02011","74120","4","1","","1",235.000000,"1",139.000000,"1","3","0","0",16.000000,"3",,,,,,,"1","MDS",
130027,"2016D02011","74120","5","1","","1",166.000000,"0",137.000000,"1","3","0","0",17.000000,"0",,,,,,,"1","MDS",
130028,"2016D02011","74120","6","1","","1",197.000000,"1",149.000000,"1","2","0","0",16.000000,"0",,,,,,,"1","MDS",
130029,"2016D02011","74120","7","1","","1",259.000000,"0",141.000000,"1","3","0","0",15.000000,"0",,,,,,,"1","MDS",
130030,"2016D02011","74120","8","1","","1",206.000000,"0",139.000000,"1","2","0","0",11.000000,"0",,,,,,,"1","MDS",
130031,"2016D02011","74120","9","1","","1",197.000000,"0",139.000000,"1","2","1","0",14.000000,"0",,,,,,,"1","MDS",
130032,"2016D02011","74120","10","1","","1",252.000000,"1",144.000000,"2","2","1","0",16.000000,"0",,,,,,,"1","MDS",
130033,"2016D02011","74120","11","2","","1",,"0",35.000000,"0","1","0","0",,"0",,,,,,,"1","MDS",
130034,"2016D02013","74120","1","1","","1",184.000000,"0",127.000000,"1","3","0","0",17.000000,"0",,,,,,,"1","MDS",
130035,"2016D02013","74120","2","1","","1",174.000000,"0",132.000000,"1","3","0","0",16.000000,"0",,,,,,,"1","MDS",
130036,"2016D02013","74120","3","1","","1",143.000000,"0",128.000000,"2","3","0","0",14.000000,"0",,,,,,,"1","MDS",
130037,"2016D02013","74120","4","1","","1",175.000000,"0",131.000000,"2","3","0","0",17.000000,"0",,,,,,,"1","MDS",
130038,"2016D02013","74120","5","1","","1",124.000000,"0",140.000000,"0","1","0","0",8.000000,"0",,,,,,,"1","MDS",
130039,"2016D02013","74120","6","1","","1",131.000000,"0",118.000000,"1","3","0","0",13.000000,"2",,,,,,,"1","MDS",
130040,"2016D02014","74120","1","1","","1",154.000000,"0",126.000000,"1","3","0","0",12.000000,"0",,,,,,,"1","MDS",
130041,"2016D02014","74120","2","1","","1",189.000000,"0",136.000000,"1","3","0","0",13.000000,"0",,,,,,,"1","MDS",
130042,"2016D02014","74120","3","1","","1",168.000000,"0",134.000000,"2","3","0","0",12.000000,"3",,,,,,,"1","MDS",
130043,"2016D02014","74120","4","1","","1",316.000000,"0",137.000000,"2","3","0","0",18.000000,"3",,,,,,,"1","MDS",
130044,"2016D02014","74120","5","1","","1",115.000000,"0",119.000000,"1","3","0","0",12.000000,"0",,,,,,,"1","MDS",
130045,"2016D02014","74120","6","1","","1",233.000000,"0",137.000000,"1","1","0","0",9.000000,"0",,,,,,,"1","MDS",
130046,"2016D02014","74120","7","1","","1",161.000000,"0",128.000000,"2","3","0","0",16.000000,"0",,,,,,,"1","MDS",
130047,"2016D02014","74120","8","2","","1",,"0",,"0","0","0","0",,"3",,,,,,,"1","MDS",
130048,"2016D02015","74120","1","1","","1",214.000000,"0",147.000000,"1","2","0","0",23.000000,"0",,,,,,,"1","MDS",
130049,"2016D02015","74120","2","1","","1",322.000000,"0",152.000000,"2","2","0","0",27.000000,"0",,,,,,,"1","MDS",
130050,"2016D02015","74120","3","1","","1",213.000000,"0",139.000000,"2","2","1","0",18.000000,"0",,,,,,,"1","MDS",
130051,"2016D02016","74120","1","1","","1",215.000000,"0",130.000000,"2","3","0","0",14.000000,"0",,,,,,,"1","MDS",
130052,"2016D02016","74120","2","1","","1",128.000000,"0",130.000000,"1","3","0","0",17.000000,"0",,,,,,,"1","MDS",
130053,"2016D02016","74120","3","1","","1",122.000000,"1",,"2","3","0","0",13.000000,"3",,,,,,,"1","MDS",
130054,"2016D02016","74120","4","1","","1",230.000000,"0",135.000000,"1","3","0","0",21.000000,"0",,,,,,,"1","MDS",
130055,"2016D02017","74120","1","1","","1",212.000000,"1",130.000000,"1","3","0","0",19.000000,"0",,,,,,,"1","MDS",
130056,"2016D02017","74120","2","1","","1",156.000000,"0",119.000000,"2","3","0","0",13.000000,"0",,,,,,,"1","MDS",
130057,"2016D02017","74120","3","1","","1",170.000000,"0",120.000000,"2","3","0","0",12.000000,"0",,,,,,,"1","MDS",
130058,"2016D02017","74120","4","1","","1",160.000000,"0",129.000000,"2","3","0","0",13.000000,"0",,,,,,,"1","MDS",
130059,"2016D02017","74120","5","1","","1",168.000000,"0",124.000000,"1","3","0","0",8.000000,"0",,,,,,,"1","MDS",
130060,"2016D02017","74120","6","1","","1",146.000000,"0",,"1","3","0","0",12.000000,"0",,,,,,,"1","MDS",
130061,"2016D02017","74120","7","1","","1",166.000000,"0",117.000000,"1","3","0","0",13.000000,"0",,,,,,,"1","MDS",
130062,"2016D02017","74120","8","1","","1",140.000000,"0",123.000000,"1","3","0","0",7.000000,"0",,,,,,,"1","MDS",
130063,"2016D02017","74120","9","1","","1",154.000000,"0",119.000000,"1","3","0","0",11.000000,"0",,,,,,,"1","MDS",
130064,"2016D02017","74120","10","1","","1",160.000000,"0",119.000000,"1","3","0","0",24.000000,"0",,,,,,,"1","MDS",
130065,"2016D02018","74120","1","1","","1",236.000000,"0",141.000000,"1","2","1","0",15.000000,"0",,,,,,,"1","MDS",
130066,"2016D02018","74120","2","1","","1",218.000000,"0",134.000000,"2","3","1","0",16.000000,"0",,,,,,,"1","MDS",
130067,"2016D02018","74120","3","1","","1",206.000000,"1",132.000000,"1","3","0","0",16.000000,"0",,,,,,,"1","MDS",
130068,"2016D02018","74120","4","1","","1",271.000000,"0",136.000000,"1","3","1","0",23.000000,"0",,,,,,,"1","MDS",
130069,"2016D02018","74120","5","1","","1",237.000000,"0",145.000000,"1","2","1","0",16.000000,"0",,,,,,,"1","MDS",
130070,"2016D02018","74120","6","1","","1",227.000000,"0",137.000000,"1","3","1","0",17.000000,"0",,,,,,,"1","MDS",
130071,"2016D02018","74120","7","1","","1",285.000000,"0",146.000000,"2","1","1","0",17.000000,"0",,,,,,,"1","MDS",
130072,"2016D02018","74120","8","1","","1",184.000000,"0",131.000000,"1","3","0","0",16.000000,"0",,,,,,,"1","MDS",
130073,"2016D02018","74120","9","1","","1",246.000000,"0",135.000000,"1","3","1","0",20.000000,"0",,,,,,,"1","MDS",
130074,"2016D02018","74120","10","1","","1",290.000000,"0",141.000000,"1","3","1","0",19.000000,"0",,,,,,,"1","MDS",
130075,"2016D02019","74120","1","1","","1",183.000000,"0",138.000000,"1","3","0","0",16.000000,"0",,,,,,,"1","MDS",
130076,"2016D02019","74120","2","1","","1",189.000000,"0",132.000000,"1","3","1","0",15.000000,"0",,,,,,,"1","MDS",
130077,"2016D02019","74120","3","1","","1",213.000000,"0",135.000000,"2","3","0","0",16.000000,"0",,,,,,,"1","MDS",
130078,"2016D02019","74120","4","1","","1",215.000000,"0",137.000000,"2","3","1","0",13.000000,"0",,,,,,,"1","MDS",
130079,"2016D02019","74120","5","1","","1",226.000000,"1",136.000000,"2","3","0","0",15.000000,"0",,,,,,,"1","MDS",
130080,"2016D02019","74120","6","1","","1",171.000000,"0",125.000000,"1","3","1","0",16.000000,"0",,,,,,,"1","MDS",
130081,"2016D02019","74120","7","1","","1",165.000000,"1",130.000000,"2","1","0","0",10.000000,"0",,,,,,,"1","MDS",
130082,"2016D02019","74120","8","1","","1",259.000000,"0",131.000000,"2","3","0","0",18.000000,"0",,,,,,,"1","MDS",
130083,"2016D02019","74120","9","1","","1",271.000000,"0",132.000000,"1","3","0","0",14.000000,"0",,,,,,,"1","MDS",
130084,"2016D02019","74120","10","1","","1",189.000000,"0",131.000000,"2","3","0","0",15.000000,"0",,,,,,,"1","MDS",
130085,"2016D02019","74120","11","2","","1",,"0",85.000000,"2","3","0","0",,"0",,,,,,,"1","MDS",
130086,"2016D02020","74120","1","1","","1",205.000000,"0",133.000000,"2","3","0","0",19.000000,"0",,,,,,,"1","MDS",
130087,"2016D02020","74120","2","1","","1",195.000000,"1",136.000000,"1","3","1","0",19.000000,"0",,,,,,,"1","MDS",
130088,"2016D02020","74120","3","1","","1",258.000000,"0",137.000000,"2","3","1","0",15.000000,"0",,,,,,,"1","MDS",
130089,"2016D02020","74120","4","1","","1",193.000000,"1",132.000000,"2","3","0","0",16.000000,"0",,,,,,,"1","MDS",
130090,"2016D02020","74120","5","1","","1",215.000000,"0",133.000000,"1","3","1","0",22.000000,"0",,,,,,,"1","MDS",
130091,"2016D02020","74120","6","1","","1",124.000000,"0",,"1","3","0","0",9.000000,"3",,,,,,,"1","MDS",
130092,"2016D02020","74120","7","1","","1",188.000000,"0",134.000000,"1","3","0","0",18.000000,"0",,,,,,,"1","MDS",
